id,iso_language_code,created_at,screen_name,text,location,favorite_count,retweet_count,queried_at,company
1354058513417428992,nl,2021-01-26 13:28:01.000000,martinverbeet,Lees dit artikel uit de Volkskrant: Lang geleden https://t.co/XnL9nPTtYL,"Amsterdam, the Netherlands",0,0,2021-01-26 16:57:07.317655,blendle
1354057188310986753,nl,2021-01-26 13:22:45.000000,rcsmit,Lees dit artikel uit de Volkskrant: 'Ben zo trots op al die strijders! De knop ging om. REVOLUTION!!!!' https://t.co/EbLhf86WBg,,0,0,2021-01-26 16:57:07.317682,blendle
1354054662324965377,nl,2021-01-26 13:12:43.000000,jeroentjevd,"@AlexanderNL Jo, vraagje waar kan ik feature requests voor Blendle naar toe sturen ? Nu we allemaal thuis zitten mi… https://t.co/SEt7xSzkxm","52.746929,4.780165",0,0,2021-01-26 16:57:07.317696,blendle
1354053643276853256,nl,2021-01-26 13:08:40.000000,rcsmit,Lees dit artikel uit EOS Wetenschap: ‘Twee boterhammen meer of minder kunnen het verschil maken’ https://t.co/9cKMt21ncm,,0,0,2021-01-26 16:57:07.317709,blendle
1354050868698640384,de,2021-01-26 12:57:38.000000,stralauinBerlin,Offenbar gar nicht so selten: Covid-19-Infektion im Krankenhaus. https://t.co/F8Ye2yB1H1,Stralau,0,0,2021-01-26 16:57:07.317721,blendle
1354046559743332352,es,2021-01-26 12:40:31.000000,fba,"@eltintero Estos lo habían intentado, pero ahora veo que pivotaron. https://t.co/B8Au3ZKVKm",Portugal,0,0,2021-01-26 16:57:07.317733,blendle
1354033301904887809,nl,2021-01-26 11:47:50.000000,TPOnl,"@globalistaa Lees je de Linda. zelf wel eens eigenlijk? Ik wel, via Blendle, en dat waren toch écht Viva-jankverhal… https://t.co/ZhOFfZ3i6T",Nederland,0,0,2021-01-26 16:57:07.317745,blendle
1354028091287490562,de,2021-01-26 11:27:08.000000,oraesque,"@zettel_kasten @c_drosten @derspiegel Bei Blendle mit der ""kleinen"" Paywall (0,75€):
https://t.co/Dod52iIJct",Frankfurt am Main,1,0,2021-01-26 16:57:07.317757,blendle
1354015677355585536,nl,2021-01-26 10:37:48.000000,BolandLW,"Lees dit artikel uit de Volkskrant: Lang geleden verscheen in Urk eens geen vissersboot aan de einder, maar een Tur… https://t.co/Pkf7KLkMdK",,0,0,2021-01-26 16:57:07.317769,blendle
1354002448638160896,nl,2021-01-26 09:45:14.000000,jantinevg,"Lees dit artikel uit de Volkskrant: Lang geleden verscheen in Urk eens geen vissersboot aan de einder, maar een Tur… https://t.co/4uubza4dYV",Buenos Aires,0,0,2021-01-26 16:57:07.317781,blendle
1353994508619444224,nl,2021-01-26 09:13:41.000000,Chantal_Leest,"@anoukbroersma Er staat april 2020 boven, kijk maar: https://t.co/2Nr1X6Y0WH","Amersfoort, Netherlands",0,0,2021-01-26 16:57:07.317793,blendle
1353993961334042624,nl,2021-01-26 09:11:31.000000,anoukbroersma,"Ik kan het artikel zelf trouwens niet openen, want geen Blendle momenteel, maar zo te zien is het in april 2016 geh… https://t.co/d33rDdHTra",Nijmegen,0,0,2021-01-26 16:57:07.317804,blendle
1353993356297314305,nl,2021-01-26 09:09:06.000000,anoukbroersma,Meer dan 5 jaar geleden publiceerde ik via @Reporters_nl  het artikel 'waarom verslinden we zombiefilms bij op… https://t.co/BVSXeNLFZe,Nijmegen,1,0,2021-01-26 16:57:07.317816,blendle
1353991827398029317,und,2021-01-26 09:03:02.000000,jasperklapwijk,⁦@msteeman⁩  https://t.co/jM2NAJEewy,Nee ga weg.,1,0,2021-01-26 16:57:07.317827,blendle
1353991720418111490,nl,2021-01-26 09:02:36.000000,Fauntje,"Lees dit artikel uit de Volkskrant: Lang geleden verscheen in Urk eens geen vissersboot aan de einder, maar een Tur… https://t.co/Tj0SPpyPIu","Nijmegen, Netherlands",0,0,2021-01-26 16:57:07.317838,blendle
1353982977869492224,de,2021-01-26 08:27:52.000000,mediendidaktik_,"Hallo @BlendleDE,

Überschrift und Lead des bei euch gekauften Artikels sind häufig nicht identisch mit der ""offizi… https://t.co/CLCOG7k5Yg",Erlangen,0,0,2021-01-26 16:57:07.317850,blendle
1353980007429894149,nl,2021-01-26 08:16:04.000000,mattievalk,@Boris_Amsterdam @QmusicNL @Blendle Heb wel een account overigens,Rotterdam,1,0,2021-01-26 16:57:07.317862,blendle
1353979970591232000,nl,2021-01-26 08:15:55.000000,mattievalk,"@Boris_Amsterdam @QmusicNL @Blendle Nou in principe wel, maar daarin mis ik echt nog wat opties en kranten.",Rotterdam,0,0,2021-01-26 16:57:07.317874,blendle
1353968415837478914,nl,2021-01-26 07:30:00.000000,BlendleNL,Een tweede probleem voor coronapatiënten op de ic: ze krijgen vaak te weinig voeding. En dat heeft flinke gevolgen… https://t.co/pvZ7xqW8Dc,Utrecht,0,0,2021-01-26 16:57:07.317885,blendle
1353967650414731264,nl,2021-01-26 07:26:58.000000,Boris_Amsterdam,@mattievalk om niet premium te moeten inloggen op de @QmusicNL app maar even hier. Maar ben je niet gewoon @Blendle aan het uitvinden....,Amsterdam,0,0,2021-01-26 16:57:07.317896,blendle
1353960865989595137,nl,2021-01-26 07:00:00.000000,BlendleNL,"Columnist @ErdalBalci9 bekijkt de rellen in Urk door de ogen van een perfect aangepaste allochtoon, die er wegvluch… https://t.co/4shMMEqxop",Utrecht,0,0,2021-01-26 16:57:07.317909,blendle
1353949540244574208,nl,2021-01-26 06:15:00.000000,BlendleNL,"AstraZeneca kan ineens veel minder vaccins leveren dan beloofd. Maar niet getreurd, wellicht komt er een oer-Hollan… https://t.co/e8TA8TPHvY",Utrecht,3,1,2021-01-26 16:57:07.317921,blendle
1353941990434435074,nl,2021-01-26 05:45:00.000000,BlendleNL,‘Was weer heftig!’ Dit zijn de Telegram-chatgroepen achter de Eindhovense chaos. Een reconstructie door @Harokraak… https://t.co/S7LgRR3XN7,Utrecht,0,0,2021-01-26 16:57:07.317932,blendle
1353840219024449536,de,2021-01-25 23:00:36.000000,KaBine,@hummler @berndharder @Hoaxilla @AlexHoaxmaster @WildMics @TommyKrappweis @Lydia_Benecke @florianaigner Was bei mir… https://t.co/GwDz9aEeD9,,4,0,2021-01-26 16:57:07.317944,blendle
1353827772683210754,de,2021-01-25 22:11:08.000000,berndharder,"@KaBine @Hoaxilla @AlexHoaxmaster @WildMics @TommyKrappweis @Lydia_Benecke @florianaigner @hummler Genau, wird gena… https://t.co/Dt69tkCj7G",,10,0,2021-01-26 16:57:07.317956,blendle
1353817889162321920,en,2021-01-25 21:31:52.000000,naomisquared,@egavactip Have you looked at https://t.co/Ou7dTcZ4rm? The USA edition seem somewhat stuck at launch. But this is b… https://t.co/NnTMKUDRkN,All over the place,1,0,2021-01-26 16:57:07.317967,blendle
1353812176239267841,de,2021-01-25 21:09:10.000000,eingemaischt,"@R3gretting Ah, ok! ;-) 

Ich hab letzte Woche Blendle geklickt, das geht schon in die Richtung. Aber solche Artikel gibt's da wohl nicht.",Alpha Centauri,1,0,2021-01-26 16:57:07.317979,blendle
1353803333660782592,de,2021-01-25 20:34:01.000000,eingemaischt,@washingtonski @handelsblatt Ist das unterschiedliche Alter der Patientenkollektive auch ein Grund für die untersch… https://t.co/AQkahhoEQW,Alpha Centauri,1,0,2021-01-26 16:57:07.317991,blendle
1353792487169654786,nl,2021-01-25 19:50:55.000000,janwillem_vdb,Interessant artikel uit De Standaard: Niet de eerste pandemie die het podium treft. Tevens historische context van… https://t.co/F0RmyLV7og,"Wijk bij Duurstede, Nederland",0,0,2021-01-26 16:57:07.318002,blendle
1353783460754763777,nl,2021-01-25 19:15:03.000000,BlendleNL,"🏆 Dit stuk werd vandaag het best gelezen op Blendle:

Protesten Rusland en Nederland: columnist @StevoAkkerman ziet… https://t.co/ilReNVwtsA",Utrecht,0,0,2021-01-26 16:57:07.318014,blendle
1353752353774645249,en,2021-01-25 17:11:27.000000,Jojanneke,The New York Times: Fauci on What Working for Trump Was Really Like https://t.co/bR8mC1R7Hv,With 💚 from Rotterdam,1,0,2021-01-26 16:57:07.318026,blendle
1353734377000337424,nl,2021-01-25 16:00:01.000000,BlendleNL,"Nederlanders zijn ‘echte reserve-Amerikanen’, schrijft @stevendefoer. Hier komt onze obsessie met de Amerikaanse po… https://t.co/HYAcGBDj09",Utrecht,1,0,2021-01-26 16:57:07.318037,blendle
1353676879253925889,nl,2021-01-25 12:11:32.000000,MargotReesink,@natashenka007 @NickKivits @creative_xl8 @NinaWest71 Als je nog materiaal zoekt voor deel twee... https://t.co/UviQYphcGO,,3,1,2021-01-26 16:57:07.318048,blendle
1353668355002163203,de,2021-01-25 11:37:40.000000,cdbrkfxrpt,"@windrush @arnoxcao Hab lange blendle benutzt aber wie arno schon sagte, ist schon eher teuer",München,1,0,2021-01-26 16:57:07.318059,blendle
1353654087896748033,no,2021-01-25 10:40:58.000000,windrush,"@cdbrkfxrpt @arnoxcao blendle, flattr...",Berlin/Florence/Freiburg,0,0,2021-01-26 16:57:07.318071,blendle
1353645058541711361,de,2021-01-25 10:05:06.000000,frinika,@myrre00 @JoLepp @dentify_me @BlendleDE Ich liebe es auch so! Nur die Suchfunktion ist Käse. Und ich fürchte der Sp… https://t.co/Gw5sJkW1ha,,0,0,2021-01-26 16:57:07.318082,blendle
1353637656098467840,de,2021-01-25 09:35:41.000000,OliverBWeber,"Merkwürdig, von einem Rechtsphilosophen zu lesen, hinter unserer idealiteren Selbstverhandlung stecke die reine »Ko… https://t.co/tfpdEWVkYk",oliver@5webers.de,4,1,2021-01-26 16:57:07.318094,blendle
1353635968457330688,nl,2021-01-25 09:28:58.000000,MMeulblok,@Veronicaah @ginnyranu Misschien moeten we een felicitatieservice beginnen met Blendle Audio. It's something 🤭,"Utrecht, Nederland",1,0,2021-01-26 16:57:07.318105,blendle
1353635594346369027,de,2021-01-25 09:27:29.000000,myrre00,"@frinika @JoLepp @dentify_me @BlendleDE @frinika super vielen Dank, das ist genau das was ich suche! Hab Blendle zw… https://t.co/tRlcn3YCcL",Germany,1,0,2021-01-26 16:57:07.318117,blendle
1353633377405054977,de,2021-01-25 09:18:41.000000,frinika,@JoLepp @dentify_me Ich gucke gleich Mal ob es den Artikel bei Blendle gibt. Finde Artikel vom Spiegel dort aber au… https://t.co/httcqogg6p,,0,0,2021-01-26 16:57:07.318128,blendle
1353627827569111040,nl,2021-01-25 08:56:37.000000,ginnyranu,@Veronicaah Ey je mag een gegeven paard niet in de bek kijken ook al is het een abo van Blendle hahahahahahah,,2,0,2021-01-26 16:57:07.318140,blendle
1353626631718531072,en,2021-01-25 08:51:52.000000,BlendleDE,"@floordavid Hi David, did you take a look at the Spiegel edition of January 22th? If it's not in there, the article… https://t.co/KSdHmHtxMy",Deutschland,0,0,2021-01-26 16:57:07.318151,blendle
1353606027069952000,nl,2021-01-25 07:30:00.000000,BlendleNL,"Coronacomplotten en de Capitool-bestorming leggen opnieuw bloot: wat online gezegd wordt, kan de democratie flink o… https://t.co/OqPq1MA7f3",Utrecht,12,4,2021-01-26 16:57:07.318163,blendle
1353603488681484288,nl,2021-01-25 07:19:55.000000,thomasbruning,"Treffende column van @stevoakkerman uit Trouw: in een dictatuur is het de staat die de pers aanvalt, hier zijn het… https://t.co/wMlDzZ1OAC",Amsterdam,3,0,2021-01-26 16:57:07.318174,blendle
1353598479528914945,nl,2021-01-25 07:00:00.000000,BlendleNL,"Is Nederland het groenste jongetje van de klas? Klimaatbeloftes doen lijkt vooralsnog makkelijker dan ze waarmaken,… https://t.co/DpVWDhq4hu",Utrecht,1,0,2021-01-26 16:57:07.318185,blendle
1353587152366395392,nl,2021-01-25 06:15:00.000000,BlendleNL,"Maria zoekt haar vader, spermadonor K34, via de rechter. En die uitspraak zal grote gevolgen hebben voor andere don… https://t.co/gtoctHyfkC",Utrecht,1,0,2021-01-26 16:57:07.318196,blendle
1353579602619355137,nl,2021-01-25 05:45:00.000000,BlendleNL,"Protesten Rusland en Nederland: columnist @StevoAkkerman ziet maar één échte dictatuur (@trouw). 

📸 Trouw

👉… https://t.co/BVM0stnfGa",Utrecht,1,1,2021-01-26 16:57:07.318208,blendle
1353554487403827202,en,2021-01-25 04:05:12.000000,holofiche,"Read this article from The New York Times: For Harris, an Influential Voice and a Key Senate Vote https://t.co/RBG1BrWbQU",,0,0,2021-01-26 16:57:07.318219,blendle
1353554255349768192,en,2021-01-25 04:04:16.000000,holofiche,Read this article from The New York Times: Meet the Groundbreaking New Second Family https://t.co/ezUaunBGvj,,0,0,2021-01-26 16:57:07.318230,blendle
1353472955674734592,und,2021-01-24 22:41:13.000000,wijndelts,@Sulliview @opinion_joe @Blendle,Badhoevedorp-Oost,0,0,2021-01-26 16:57:07.318242,blendle
1353429247742726146,en,2021-01-24 19:47:32.000000,PDXProtestsBR,@GradPaula @soychicka @gtconway3d @ejeancarroll @jancornet1 @Tashka9 It exists! https://t.co/topVQjqRoY,,0,0,2021-01-26 16:57:07.318253,blendle
